"Município";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";" Total"
"110018 PIMENTA BUENO";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"110020 PORTO VELHO";"3";"21";"1";"1";"0";"7";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"82"
"110025 PRESIDENTE MEDICI";"14";"5";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23"
"110030 VILHENA";"2";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"110032 SAO MIGUEL DO GUAPORE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"59"
"110033 NOVA MAMORE";"2";"3";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"110034 ALVORADA D\'OESTE";"22";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30"
"110090 CASTANHEIRAS";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"110094 CUJUBIM";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"110110 ITAPUA DO OESTE";"9";"6";"12";"8";"10";"0";"0";"17";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64"
"110130 MIRANTE DA SERRA";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20"
"110143 NOVA UNIAO";"9";"6";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22"
"110149 SAO FRANCISCO DO GUAPORE";"26";"25";"19";"0";"0";"16";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88"
"110175 VALE DO ANARI";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"120005 ASSIS BRASIL";"21";"0";"0";"1";"9";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43"
"120013 BUJARI";"0";"0";"0";"0";"0";"2";"1";"7";"1";"2";"0";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18"
"120017 CAPIXABA";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"120020 CRUZEIRO DO SUL";"85";"48";"44";"40";"33";"2";"26";"26";"12";"0";"0";"0";"4";"1";"31";"0";"0";"9";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"369"
"120025 EPITACIOLANDIA";"3";"0";"6";"2";"0";"0";"0";"0";"1";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"9";"0";"3";"8";"0";"2";"3";"2";"0";"10";"13";"0";"1";"3";"72"
"120030 FEIJO";"23";"15";"31";"18";"0";"1";"3";"0";"10";"4";"0";"2";"7";"3";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121"
"120032 JORDAO";"5";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"120033 MANCIO LIMA";"7";"12";"11";"55";"10";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"97"
"120034 MANOEL URBANO";"2";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7"
"120035 MARECHAL THAUMATURGO";"18";"20";"0";"0";"0";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67"
"120038 PLACIDO DE CASTRO";"15";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18"
"120039 PORTO WALTER";"6";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10"
"120040 RIO BRANCO";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"1";"0";"1";"0";"0";"0";"0";"30"
"120042 RODRIGUES ALVES";"9";"13";"0";"23";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73"
"120043 SANTA ROSA DO PURUS";"20";"0";"0";"9";"6";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37"
"120045 SENADOR GUIOMARD";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"120050 SENA MADUREIRA";"9";"0";"5";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19"
"120060 TARAUACA";"29";"20";"25";"14";"4";"0";"2";"11";"5";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126"
"120070 XAPURI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"120080 PORTO ACRE";"11";"11";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30"
"130002 ALVARAES";"7";"4";"14";"7";"3";"2";"1";"3";"6";"0";"1";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59"
"130006 AMATURA";"7";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9"
"130008 ANAMA";"0";"21";"0";"17";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43"
"130010 ANORI";"2";"5";"7";"4";"2";"7";"2";"0";"3";"0";"4";"1";"2";"2";"12";"4";"0";"3";"4";"0";"4";"0";"4";"0";"0";"0";"2";"8";"0";"15";"0";"0";"0";"0";"0";"0";"97"
"130014 APUI";"8";"1";"0";"0";"0";"5";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16"
"130020 ATALAIA DO NORTE";"29";"38";"24";"50";"7";"1";"8";"3";"0";"1";"3";"2";"0";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172"
"130030 AUTAZES";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"130040 BARCELOS";"1";"29";"12";"7";"9";"3";"2";"1";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72"
"130050 BARREIRINHA";"0";"5";"10";"1";"6";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35"
"130060 BENJAMIN CONSTANT";"19";"5";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35"
"130063 BERURI";"7";"10";"15";"12";"10";"0";"0";"0";"1";"10";"0";"1";"7";"0";"10";"2";"3";"2";"0";"2";"0";"13";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110"
"130068 BOA VISTA DO RAMOS";"42";"43";"29";"19";"5";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"141"
"130070 BOCA DO ACRE";"19";"5";"3";"0";"0";"0";"3";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34"
"130080 BORBA";"22";"14";"14";"14";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68"
"130083 CAAPIRANGA";"1";"9";"12";"14";"0";"1";"0";"3";"4";"0";"0";"1";"2";"3";"4";"5";"4";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65"
"130090 CANUTAMA";"0";"5";"14";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29"
"130100 CARAUARI";"9";"19";"1";"2";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36"
"130110 CAREIRO";"8";"8";"6";"4";"3";"1";"3";"12";"5";"0";"1";"0";"1";"0";"7";"7";"9";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"1";"81"
"130115 CAREIRO DA VARZEA";"15";"1";"0";"5";"4";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30"
"130120 COARI";"26";"16";"28";"43";"17";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"160"
"130130 CODAJAS";"21";"8";"11";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44"
"130140 EIRUNEPE";"45";"72";"46";"32";"45";"21";"15";"0";"0";"6";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285"
"130150 ENVIRA";"16";"26";"7";"30";"14";"2";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100"
"130160 FONTE BOA";"24";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31"
"130165 GUAJARA";"29";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51"
"130170 HUMAITA";"19";"14";"10";"8";"3";"4";"5";"5";"2";"6";"2";"34";"1";"3";"4";"18";"1";"3";"1";"0";"1";"4";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151"
"130180 IPIXUNA";"0";"1";"2";"0";"11";"5";"0";"27";"1";"11";"0";"0";"0";"4";"7";"0";"17";"0";"16";"19";"33";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155"
"130185 IRANDUBA";"51";"14";"1";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73"
"130190 ITACOATIARA";"26";"14";"4";"14";"1";"9";"0";"0";"0";"0";"2";"2";"1";"6";"1";"3";"0";"5";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95"
"130195 ITAMARATI";"0";"0";"3";"0";"2";"0";"0";"3";"0";"0";"2";"1";"1";"1";"2";"0";"0";"0";"0";"3";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"23"
"130200 ITAPIRANGA";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"130210 JAPURA";"14";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22"
"130220 JURUA";"10";"10";"4";"5";"10";"2";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"79"
"130230 JUTAI";"5";"35";"40";"44";"35";"29";"36";"6";"0";"7";"0";"0";"0";"21";"5";"1";"8";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276"
"130240 LABREA";"28";"15";"14";"26";"30";"11";"2";"0";"2";"3";"2";"2";"6";"2";"45";"8";"7";"4";"2";"0";"1";"0";"0";"0";"0";"1";"2";"1";"10";"2";"7";"0";"0";"0";"0";"0";"233"
"130250 MANACAPURU";"65";"46";"41";"25";"28";"20";"9";"5";"26";"1";"2";"3";"3";"7";"2";"6";"1";"2";"3";"1";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312"
"130255 MANAQUIRI";"5";"9";"14";"4";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38"
"130260 MANAUS";"440";"272";"302";"235";"44";"210";"62";"67";"163";"39";"34";"18";"12";"7";"1";"5";"0";"2";"2";"0";"1";"13";"1";"0";"3";"2";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1940"
"130270 MANICORE";"97";"61";"24";"18";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206"
"130280 MARAA";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9"
"130290 MAUES";"48";"77";"16";"11";"0";"1";"0";"0";"0";"5";"4";"0";"2";"0";"0";"2";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171"
"130300 NHAMUNDA";"15";"13";"12";"0";"2";"0";"0";"5";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51"
"130310 NOVA OLINDA DO NORTE";"27";"13";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57"
"130320 NOVO AIRAO";"5";"5";"20";"4";"12";"16";"10";"8";"3";"4";"2";"0";"6";"6";"7";"12";"16";"5";"2";"6";"6";"1";"112";"5";"1";"0";"33";"7";"4";"3";"7";"0";"0";"0";"0";"0";"328"
"130330 NOVO ARIPUANA";"10";"8";"8";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31"
"130340 PARINTINS";"32";"33";"13";"11";"7";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"1";"2";"0";"0";"2";"0";"0";"0";"107"
"130350 PAUINI";"14";"25";"21";"29";"15";"2";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119"
"130353 PRESIDENTE FIGUEIREDO";"21";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133"
"130356 RIO PRETO DA EVA";"1";"0";"0";"2";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"130360 SANTA ISABEL DO RIO NEGRO";"0";"7";"12";"2";"1";"0";"0";"0";"2";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48"
"130370 SANTO ANTONIO DO ICA";"0";"33";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46"
"130380 SAO GABRIEL DA CACHOEIRA";"52";"61";"71";"26";"31";"16";"4";"0";"0";"3";"2";"0";"0";"3";"0";"0";"11";"0";"0";"7";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289"
"130390 SAO PAULO DE OLIVENCA";"24";"30";"18";"3";"60";"1";"0";"0";"3";"1";"3";"0";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148"
"130395 SAO SEBASTIAO DO UATUMA";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"130406 TABATINGA";"3";"4";"1";"0";"1";"5";"12";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37"
"130410 TAPAUA";"25";"3";"8";"2";"4";"14";"2";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"64"
"130420 TEFE";"11";"10";"17";"8";"3";"0";"1";"0";"0";"1";"11";"0";"1";"10";"0";"6";"1";"0";"3";"0";"1";"1";"0";"0";"0";"6";"3";"0";"0";"10";"0";"0";"2";"7";"0";"0";"113"
"130423 TONANTINS";"16";"49";"12";"23";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"102"
"130426 UARINI";"18";"26";"18";"18";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"81"
"130430 URUCARA";"3";"2";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14"
"130440 URUCURITUBA";"0";"3";"0";"0";"20";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29"
"140002 AMAJARI";"3";"8";"11";"0";"6";"13";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1";"51"
