"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026961 - UBS VILA HELOISA","24","23","16","14","25","15","11","20","17","10","9","11","21","12","21","23","18","13","26","20","17","32","27","18","28","26","21","21","32","18","30","24","18","24","22","20"
"2026988 - AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN","19","22","12","27","22","17","17","17","16","26","20","23","25","25","12","19","20","16","11","27","12","23","16","20","9","9","20","26","21","10","18","17","20","24","21","19"
"2026996 - AMA UBS INTEGRADA JOSE BONIFACIO I","12","15","15","23","19","25","20","9","18","23","14","19","17","25","12","25","23","13","22","15","14","15","24","20","6","20","11","24","18","18","20","12","18","12","18","18"
"2027011 - UBS JD CARRAOZINHO","15","11","12","14","13","12","31","12","16","14","12","4","10","22","12","12","12","14","18","15","17","14","21","13","10","9","3","8","16","9","11","20","12","10","10","17"
"2027038 - UBS CID SATELITE SANTA BARBARA","28","24","34","19","32","31","50","34","30","25","21","29","29","30","26","42","30","23","28","29","22","42","41","22","24","22","8","21","33","7","25","34","4","24","25","0"
"2027046 - UBS JD PARAGUACU DR GONCALO FELICIANO ALVES","11","23","12","18","17","19","20","18","27","9","14","16","22","13","19","16","11","10","24","14","15","14","20","13","9","14","3","16","18","17","21","19","21","13","16","19"
"2027054 - UBS J MARILIA","19","36","30","18","24","26","35","27","30","32","23","21","25","36","25","43","35","17","31","20","27","21","37","25","18","36","19","22","25","27","20","18","32","24","18","19"
"2027062 - UBS VILA RAMOS FREGUESIA DO O","19","20","11","12","13","11","22","23","24","21","11","18","27","21","14","16","19","15","17","31","15","24","17","8","15","15","13","16","19","8","18","20","11","16","18","10"
"2027070 - AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA","32","27","26","31","31","39","38","30","25","26","31","32","25","38","20","32","31","41","32","26","25","35","33","22","10","17","11","31","37","23","27","25","10","33","31","22"
"2027275 - UBS V ALBERTINA DR OSVALDO MARCAL","28","28","8","28","21","11","17","19","13","17","23","7","24","19","26","26","26","28","25","25","27","26","30","12","16","16","9","16","23","26","25","24","16","20","18","17"
"2027291 - UBS UNIAO VILA NOVA I","17","15","28","10","14","16","25","19","15","7","11","9","34","25","19","18","15","14","23","28","24","15","19","5","14","16","0","12","11","0","11","13","11","9","5","6"
"2027305 - UBS PROFETA JEREMIAS","0","0","1","0","1","0","9","7","4","12","7","14","16","20","16","18","10","12","16","18","15","13","16","11","3","8","5","11","12","18","14","8","15","19","17","13"
"2027321 - UBS RECANTO CAMPO BELO","2","0","5","1","1","3","9","6","8","0","1","1","21","14","14","19","31","20","35","29","28","29","25","33","23","13","22","26","29","21","31","23","30","20","23","29"
"2027380 - UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO","9","6","6","14","20","7","6","12","14","12","9","12","7","11","10","8","12","4","8","8","9","6","7","6","9","4","9","3","6","5","1","6","6","5","5","8"
"2027461 - UBS PQ DA LAPA","48","54","39","44","61","41","41","54","53","26","42","62","54","43","50","43","31","42","37","37","16","32","47","19","29","18","6","35","30","29","29","40","26","41","36","28"
"2027526 - UBS JARDIM NELIA","28","35","50","29","22","20","40","25","33","22","16","20","48","58","34","53","69","29","54","60","36","72","55","15","44","52","27","45","66","25","54","43","24","39","42","24"
"2027631 - UBS JOAQUIM ANTONIO EIRADO","27","35","24","32","38","30","46","27","38","43","34","41","50","37","31","44","47","29","27","35","21","39","51","41","21","18","13","32","36","30","25","25","30","38","33","37"
"2027666 - UBS CHORA MENINO","59","41","46","35","38","25","30","48","29","29","14","24","44","27","38","38","37","36","36","33","22","37","38","35","27","18","23","22","27","32","27","35","35","24","20","19"
"2027674 - UBS V NIVI","27","26","19","20","17","23","24","22","20","30","20","23","19","25","16","29","26","15","22","16","23","22","27","16","16","20","5","19","20","16","18","20","23","19","15","20"
"2027682 - UBS CASA VERDE","24","23","14","16","22","20","14","18","25","14","21","22","20","18","16","18","10","16","14","22","5","20","23","3","16","11","4","13","18","9","16","17","4","20","14","2"
"2027690 - UBS DONA MARIQUINHA SCIASCIA","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","4","2","1","6","8","2","15","21","6","17","21","15","20","16","6"
"2027720 - UBS V MARIA LUIZ PAULO GNECCO","28","28","24","23","18","19","24","23","14","12","16","8","19","20","11","32","22","15","23","13","2","29","29","5","17","13","2","17","27","30","29","24","24","15","15","23"
"2028182 - CENTRO ASSISTENCIAL CRUZ DE MALTA","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"2028840 - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO","4","7","2","19","25","10","3","2","6","6","6","5","9","5","3","5","3","3","6","6","2","5","5","7","10","3","1","7","2","3","9","1","2","4","0","2"
