"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026961 - UBS VILA HELOISA","26","20","31","18","24","35","23","22","26","18","21","26","29","27","24","17","16","26","32","38","24","27","22","30","25","27","26","31","37","23","30","20","32","20","21","19"
"2026988 - AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN","26","22","33","25","27","13","25","22","18","29","21","23","19","20","19","25","25","23","19","20","24","18","27","31","18","16","14","26","20","28","17","12","19","11","25","15"
"2026996 - AMA UBS INTEGRADA JOSE BONIFACIO I","30","17","32","18","17","21","38","29","26","22","23","20","26","31","29","23","21","27","21","33","40","33","26","31","18","19","22","27","38","25","16","18","22","21","20","27"
"2027011 - UBS JD CARRAOZINHO","20","18","20","13","12","14","10","14","10","14","12","12","11","15","13","17","10","12","15","19","14","16","19","15","15","12","13","14","15","25","12","14","14","11","9","7"
"2027038 - UBS CID SATELITE SANTA BARBARA","31","35","32","23","19","36","37","24","21","42","29","25","28","38","31","37","34","27","39","30","35","30","35","40","32","29","25","33","33","39","34","33","32","33","23","32"
"2027046 - UBS JD PARAGUACU DR GONCALO FELICIANO ALVES","14","12","24","14","17","12","16","13","15","18","21","18","14","17","18","18","17","24","12","12","13","28","20","32","17","9","8","12","18","17","19","14","15","15","13","14"
"2027054 - UBS J MARILIA","19","22","20","26","21","26","19","20","20","32","26","20","16","23","13","19","31","25","27","22","25","24","19","34","18","24","30","26","26","18","20","23","23","21","28","28"
"2027062 - UBS VILA RAMOS FREGUESIA DO O","24","25","22","9","21","11","14","21","19","17","10","12","23","18","25","17","17","7","18","19","24","16","20","22","18","18","19","22","18","20","15","20","11","19","20","17"
"2027070 - AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA","30","38","50","32","25","35","19","36","34","29","34","26","28","15","36","25","28","43","34","32","27","19","24","27","25","26","26","25","22","35","24","26","22","24","17","23"
"2027240 - AMB ESP JD PERI PERI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
