"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026961 - UBS VILA HELOISA","15","31","10","18","28","13","14","23","23","20","15","25","23","15","21","23","16","17","29","16","11","33","26","13","24","21","6","29","37","19","30","31","21","25","33","25"
"2026988 - AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN","20","16","11","21","23","21","29","24","25","23","16","15","21","24","21","21","20","21","31","16","21","21","20","19","16","15","8","20","23","18","17","18","22","29","13","22"
"2026996 - AMA UBS INTEGRADA JOSE BONIFACIO I","18","28","12","16","13","15","14","20","32","16","18","10","32","12","19","24","19","25","24","31","22","22","23","27","7","13","9","20","16","20","20","26","18","17","22","20"
"2027011 - UBS JD CARRAOZINHO","17","13","22","13","13","10","27","21","15","19","14","9","16","17","20","20","13","17","18","10","18","22","17","12","7","5","2","10","23","22","5","23","12","16","13","25"
"2027038 - UBS CID SATELITE SANTA BARBARA","24","30","8","12","10","12","44","30","29","21","16","16","30","30","19","26","22","15","40","39","15","24","20","18","17","20","1","41","24","10","33","24","7","18","26","14"
"2027046 - UBS JD PARAGUACU DR GONCALO FELICIANO ALVES","21","16","12","10","16","14","22","16","20","17","10","13","22","21","18","19","20","16","22","18","9","12","19","20","8","10","7","16","15","19","10","17","21","18","13","10"
"2027054 - UBS J MARILIA","19","19","16","14","18","21","36","32","16","23","22","17","35","19","31","27","15","20","12","16","12","34","31","18","13","11","7","25","34","30","26","26","21","20","19","23"
"2027062 - UBS VILA RAMOS FREGUESIA DO O","17","21","15","18","13","13","25","18","23","15","17","11","22","14","19","21","14","23","26","17","13","17","24","12","7","7","6","15","28","3","21","21","5","20","12","19"
"2027070 - AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA","29","30","20","25","25","21","40","47","46","41","22","34","34","42","41","34","31","8","33","31","5","42","31","9","25","21","2","38","44","3","36","46","3","29","32","35"
"2027275 - UBS V ALBERTINA DR OSVALDO MARCAL","28","31","20","29","17","28","26","33","21","34","21","17","26","25","22","40","28","23","28","35","21","26","32","14","25","24","15","21","24","24","19","28","35","27","14","22"
"2027305 - UBS PROFETA JEREMIAS","18","17","14","13","13","8","25","18","18","18","16","16","7","19","17","16","17","12","19","5","8","10","19","7","7","9","3","11","10","6","10","11","14","10","11","8"
"2027321 - UBS RECANTO CAMPO BELO","17","22","25","25","21","14","35","32","33","45","22","22","37","30","24","24","34","28","37","35","30","19","29","30","12","17","14","30","23","27","30","34","24","30","22","23"
"2027380 - UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO","4","10","8","9","10","9","8","13","12","6","4","7","6","8","2","9","11","10","11","12","5","10","18","9","9","10","4","10","12","6","12","14","12","8","10","12"
