"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026961 - UBS VILA HELOISA","26","24","33","12","18","16","24","29","17","14","6","14","32","16","28","16","13","9","17","20","9","21","17","12","13","8","17","14","15","16","24","16","10","21","15","10"
"2026988 - AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN","19","24","14","19","14","22","23","15","20","19","22","13","24","20","17","23","24","26","24","26","31","10","17","23","27","15","21","13","14","18","14","17","10","22","20","15"
"2026996 - AMA UBS INTEGRADA JOSE BONIFACIO I","19","30","34","28","23","27","20","21","31","21","27","22","23","20","19","23","28","28","23","33","27","22","22","25","21","15","23","28","26","19","14","28","19","18","22","19"
"2027011 - UBS JD CARRAOZINHO","12","19","17","15","15","16","16","13","11","17","18","16","26","11","9","15","17","11","18","32","17","15","11","14","15","16","23","20","14","15","11","13","13","11","13","11"
"2027038 - UBS CID SATELITE SANTA BARBARA","37","46","35","19","17","21","31","33","41","34","28","29","45","34","32","19","24","17","32","42","37","36","27","33","26","31","33","30","29","34","32","32","20","21","27","27"
"2027046 - UBS JD PARAGUACU DR GONCALO FELICIANO ALVES","15","27","23","11","13","15","17","17","19","14","12","19","13","18","13","20","14","13","13","12","19","17","23","16","16","15","14","11","16","15","17","12","15","15","13","12"
"2027054 - UBS J MARILIA","19","21","20","20","19","21","27","11","21","29","30","16","33","32","20","24","28","24","19","30","32","28","21","26","25","18","27","23","25","21","18","30","14","8","13","14"
"2027062 - UBS VILA RAMOS FREGUESIA DO O","19","18","23","16","18","20","17","15","21","17","20","20","17","15","19","14","17","16","22","18","26","13","20","14","12","19","18","14","8","15","16","14","13","20","15","10"
"2027070 - AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA","44","30","26","19","23","14","25","37","25","26","18","27","27","27","28","19","29","18","43","20","30","24","23","28","19","25","22","30","29","22","26","22","23","18","10","16"
"2027275 - UBS V ALBERTINA DR OSVALDO MARCAL","25","28","30","19","13","18","36","21","21","26","18","16","19","41","28","33","23","19","25","25","29","18","32","26","22","17","25","23","18","30","26","23","19","18","20","13"
"2027305 - UBS PROFETA JEREMIAS","20","16","13","15","13","14","19","16","12","13","19","11","13","16","19","13","14","14","21","9","19","13","13","17","17","17","11","13","13","15","10","14","13","14","11","10"
"2027321 - UBS RECANTO CAMPO BELO","25","31","35","21","28","22","38","23","30","32","29","29","20","39","24","26","29","21","29","21","40","28","25","33","35","25","18","39","31","31","26","27","22","21","33","22"
"2027380 - UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","5","3","7","7","2","1","3","0","9","10","11"
"2027461 - UBS PQ DA LAPA","30","34","43","31","33","15","29","33","27","24","32","37","27","24","36","29","23","23","35","29","24","33","28","21","13","21","19","38","31","29","29","14","26","33","29","19"
"2027526 - UBS JARDIM NELIA","60","62","63","60","42","50","58","58","49","62","63","62","62","57","58","54","55","46","69","58","69","78","40","62","48","51","46","48","67","55","45","52","50","47","52","60"
"2027631 - UBS JOAQUIM ANTONIO EIRADO","28","34","30","13","12","7","25","18","26","28","18","21","27","30","32","23","31","13","32","24","32","35","26","35","20","22","16","28","25","27","35","18","24","31","23","24"
"2027666 - UBS CHORA MENINO","31","25","39","12","14","12","30","29","26","18","18","21","20","22","17","40","19","15","14","13","11","6","9","10","17","6","8","23","30","26","36","24","18","19","28","23"
"2027674 - UBS V NIVI","12","20","34","4","9","7","16","7","9","21","12","17","22","20","12","20","17","12","17","18","16","27","22","9","11","13","9","24","25","13","19","16","23","13","18","19"
"2027682 - UBS CASA VERDE","14","20","10","19","17","19","11","12","22","17","15","7","9","13","8","13","13","13","8","7","21","11","14","14","4","5","14","13","12","18","8","8","8","11","11","7"
"2027690 - UBS DONA MARIQUINHA SCIASCIA","19","37","29","19","15","17","27","17","32","19","24","11","17","26","19","16","20","13","30","19","28","22","21","22","18","23","23","11","27","18","32","14","19","21","13","20"
"2027720 - UBS V MARIA LUIZ PAULO GNECCO","27","35","25","14","14","19","15","16","26","22","18","19","29","22","26","27","20","18","38","22","26","27","32","32","23","31","20","17","32","30","21","22","35","19","22","29"
"2028182 - CENTRO ASSISTENCIAL CRUZ DE MALTA","3","4","1","6","2","1","13","7","10","6","12","9","3","11","8","6","4","6","22","8","13","7","5","4","15","16","6","7","13","6","8","11","14","4","4","7"
"2028840 - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO","13","1","6","9","2","3","14","3","4","3","6","2","14","8","5","7","4","5","8","6","10","10","6","5","10","4","9","12","8","1","9","3","4","9","12","8"
"2029618 - UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO","33","34","43","34","25","30","33","30","27","26","40","36","18","33","26","23","22","38","25","19","33","32","36","25","39","26","23","34","31","33","36","32","22","26","24","31"
"2030934 - UBS CIDADE VARGAS","15","16","16","11","23","16","13","9","12","18","12","24","20","12","14","18","17","14","21","30","22","13","14","7","5","11","11","15","16","23","7","10","19","14","16","19"
"2030969 - AMA UBS INTEGRADA AMERICANOPOLIS","20","29","40","29","20","28","28","29","34","31","23","24","27","35","29","18","28","19","36","27","37","25","27","30","27","20","22","18","27","30","23","19","22","11","9","14"
"2042258 - UBS MOOCA I","42","32","36","18","20","24","24","32","26","35","25","25","22","21","29","24","10","20","10","10","7","26","29","29","24","16","19","28","23","25","31","19","25","18","23","18"
"2042541 - UBS DR JOSE TOLEDO PIZA","52","42","74","25","36","41","43","30","29","42","37","37","29","33","31","34","38","25","43","45","41","33","42","36","38","35","35","42","36","35","34","37","27","18","26","22"
"2042827 - AMA UBS INTEGRADA JARDIM NORDESTE","11","15","21","19","7","24","14","15","13","18","14","14","17","16","12","23","21","14","21","19","13","21","20","19","8","9","13","12","15","22","17","11","15","13","15","18"
"2042932 - AMA UBS INTEGRADA JARDIM GRIMALDI","25","35","54","24","21","32","24","23","35","30","27","27","51","31","28","28","31","19","35","43","33","48","33","32","28","33","37","33","43","44","25","35","31","27","26","33"
"2042959 - UBS JOAQUIM ROSSINI","9","7","10","3","2","0","9","8","8","7","8","8","14","15","8","12","8","9","8","7","12","13","18","12","6","10","17","13","15","18","10","10","8","13","10","11"
"2042967 - UBS J DA SAUDE NEUSA ROSALIA MORALES","29","31","28","16","15","19","30","23","30","25","19","27","31","22","25","25","18","24","28","30","19","28","22","27","30","31","13","28","24","34","23","25","16","22","22","30"
"2042975 - UBS OSWALDO MARASCA JUNIOR","11","27","19","12","18","16","21","11","15","27","16","22","16","19","26","21","22","11","21","21","18","16","19","25","2","18","17","17","13","21","18","9","22","10","10","11"
"2042983 - UBS EDUARDO ROMANO RESCHILIAN","39","30","26","19","17","28","31","27","22","29","30","17","30","32","35","24","22","26","26","30","32","23","21","24","14","27","21","23","24","27","20","14","22","15","17","19"
"2042991 - AMA UBS INTEGRADA DR GERALDO DA SILVA FERREIRA CEO II","15","22","20","24","7","17","15","18","23","25","21","14","22","20","15","11","20","13","8","13","5","29","14","24","8","9","9","30","24","15","20","16","16","16","13","19"
"2043009 - AMA UBS INTEGRADA JARDIM ELBA HUMBERTO GASTAO BODRA","14","16","19","11","9","20","20","15","13","12","15","11","13","23","22","19","14","9","14","19","24","20","22","18","8","14","9","18","14","17","17","14","15","19","17","10"
"2043017 - UBS MASCARENHAS DE MORAES","25","27","23","15","19","20","16","26","20","23","14","26","17","20","32","21","12","10","25","20","17","28","24","21","19","15","22","19","25","18","19","15","15","17","22","17"
"2045451 - UBS VILA ALPINA DR HERMINIO MOREIRA","28","28","29","24","18","29","38","27","30","34","29","23","19","43","26","21","28","16","24","25","35","17","21","25","15","11","22","34","24","18","21","25","21","28","25","22"
"2046261 - UBS ITAIM PAULISTA JULIO DE GOUVEIA","20","25","40","31","23","29","32","27","28","27","25","34","32","25","16","22","23","24","33","35","27","35","19","24","33","27","17","34","29","36","25","23","17","17","20","12"
"2046962 - UBS CIDADE PEDRO JOSE NUNES","18","18","20","12","16","9","23","21","18","22","13","20","12","26","24","22","21","10","16","16","21","18","20","24","16","21","13","20","11","25","20","7","12","17","20","15"
"2046997 - UBS V STA CATARINA","24","16","34","16","19","19","31","27","21","26","19","18","30","25","23","20","18","13","19","23","27","20","21","22","12","24","19","16","22","29","24","13","23","18","16","16"
"2047004 - UBS AURELIO MELLONE JD S SAVERIO","37","40","37","24","12","24","25","34","27","35","23","19","29","27","34","24","26","20","33","35","27","20","23","31","16","28","26","26","24","22","24","18","32","17","23","18"
"2057131 - UBS CIDADE KEMEL","45","44","34","24","21","34","32","35","31","31","34","34","35","35","38","32","29","18","25","26","33","21","32","45","43","33","24","29","21","35","27","39","28","17","33","34"
"2057271 - UBS J CAMARGO NOVO","22","37","33","31","21","36","21","26","34","24","28","20","24","22","24","33","25","19","40","25","35","28","30","26","18","27","16","29","28","37","23","10","21","21","21","24"
"2057891 - UBS PQ SAO LUCAS","28","32","24","10","14","14","17","24","21","29","28","30","21","21","29","17","25","14","28","29","20","22","17","31","18","27","15","22","20","21","25","18","23","26","32","20"
"2058502 - HOSP DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO","13","7","6","3","4","3","11","14","6","12","4","7","10","5","7","12","5","7","13","6","10","8","11","9","7","8","5","15","11","14","8","5","5","13","6","8"
"2062658 - UBS J MAIA","55","62","49","43","32","47","42","47","57","43","40","26","44","42","54","39","38","47","51","39","46","54","40","40","42","45","39","35","47","40","39","38","48","26","33","36"
"2063670 - UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA","31","29","31","20","20","18","21","24","23","26","21","30","26","29","21","24","24","24","27","26","19","22","24","26","22","25","26","25","21","26","30","18","14","26","24","31"
"2064820 - UBS DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ","41","37","25","18","25","28","27","32","30","36","26","29","33","27","38","23","30","27","32","36","31","28","27","39","32","29","22","31","25","31","24","23","18","27","21","25"
"2064855 - UBS AGUA FUNDA","31","26","27","19","15","19","21","26","26","16","27","12","23","29","26","21","14","24","23","27","26","16","25","20","14","20","17","20","14","25","21","19","16","20","20","22"
"2065266 - UBS ERMELINO MATARAZZO","32","34","27","16","25","10","18","22","34","18","19","31","28","24","18","25","12","20","20","30","27","29","25","21","17","25","22","22","27","28","19","20","21","28","18","21"
"2065665 - HOSPITAL MATERNIDADE INTERLAGOS","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2068044 - UBS HORTO FLORESTAL","15","20","17","7","12","8","10","16","21","15","8","18","6","13","14","10","13","11","19","14","9","15","13","14","4","15","7","10","16","11","16","10","15","8","15","11"
"2068079 - UBS CARANDIRU","21","31","13","15","19","18","28","26","22","25","22","21","32","27","19","31","13","20","34","32","19","10","10","10","15","15","10","29","20","15","16","19","16","11","18","23"
"2068109 - UBS VILA LEONOR","29","10","17","22","8","15","12","26","10","18","22","12","19","13","30","15","19","14","16","19","20","18","16","19","11","13","19","14","23","21","32","14","9","11","14","14"
"2068966 - CSI DR VICTOR ARAUJO H MELLO PINHEIROS SAO PAULO","14","21","16","10","21","11","13","13","23","21","13","19","10","16","19","19","17","11","13","14","15","16","13","10","4","10","5","16","14","14","8","12","14","11","14","10"
"2074079 - UBS TEOTONIO VILELA","16","21","17","20","16","17","29","20","20","23","17","15","26","25","22","18","10","12","17","31","24","18","13","17","15","21","23","30","19","25","11","10","13","19","23","19"
"2075016 - UBS V PROGRESSO","37","41","34","32","22","20","30","28","27","21","30","25","31","36","23","15","20","18","25","34","34","38","27","32","24","23","25","32","34","29","31","25","22","16","21","15"
"2075202 - AMA UBS INTEGRADA JARDIM BRASIL","32","47","48","32","29","39","63","42","56","47","40","39","50","54","38","48","51","37","47","51","43","40","50","41","37","34","30","47","38","62","36","37","42","42","34","28"
"2075717 - HOSP MUN MATERNIDADE PROF MARIO DEGNI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2077477 - HOSP STA MARCELINA SAO PAULO","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077523 - UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","2","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077620 - HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","1","0","0","2","0","0","2","0","0","1","2","0","2","1","0","0","0","0","0","0","0"
"2077639 - HOSP MUN PROF DR WALDOMIRO DE PAULA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2077701 - HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","1","0","0","0","2","0","1","0","0","0","1","0","3","0","1","0","0","0"
"2078007 - HOSP GERAL DE SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0"
"2078015 - HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO","12","7","5","6","6","8","6","4","6","5","6","5","8","5","5","9","9","7","8","8","6","7","13","7","3","3","8","17","3","9","14","3","8","10","8","4"
"2079070 - UBS VILA CISPER","38","42","31","32","26","32","31","34","33","24","43","37","32","34","31","30","19","31","46","24","32","32","34","21","41","27","27","35","36","31","33","36","24","25","28","26"
